shipment_id,warehouse_id,destination_id,carrier_id,order_date,planned_ship_date,actual_ship_date,planned_delivery_date,actual_delivery_date,distance_km,weight_kg,freight_cost,status,on_time_flag
SHP-007368,WH-02,DST-10,CAR-04,2024-06-19,2024-06-21,2024-06-21,2024-06-22,2024-06-22,8571.6,130.4,18125.21,Delivered,True
SHP-007369,WH-05,DST-06,CAR-05,2024-06-19,2024-06-20,2024-06-20,2024-06-21,2024-06-21,720.7,160.4,1844.07,Delivered,True
SHP-007370,WH-01,DST-16,CAR-06,2024-06-19,2024-06-19,2024-06-19,2024-07-09,2024-07-09,15591.8,1036.1,3469.15,Delivered,True
SHP-007371,WH-02,DST-13,CAR-04,2024-06-19,2024-06-19,2024-06-19,2024-06-21,2024-06-21,10974.3,366.4,39781.23,Delivered,True
SHP-007372,WH-01,DST-05,CAR-03,2024-06-19,2024-06-19,2024-06-20,2024-06-21,2024-06-21,2159.1,216.5,629.49,Delivered,True
SHP-007373,WH-10,DST-11,CAR-06,2024-06-19,2024-06-20,2024-06-20,2024-07-10,2024-07-10,15596.2,631.9,2335.41,Delivered,True
SHP-007374,WH-12,DST-18,CAR-04,2024-06-19,2024-06-20,2024-06-20,2024-06-21,2024-06-21,1588.3,739.7,9552.15,Delivered,True
SHP-007375,WH-09,DST-14,CAR-06,2024-06-19,2024-06-19,2024-06-19,2024-06-27,2024-06-27,5032.4,668.1,786.35,Delivered,True
SHP-007376,WH-04,DST-08,CAR-05,2024-06-19,2024-06-20,2024-06-20,2024-06-21,2024-06-21,611.3,1011.5,5258.26,Delivered,True
SHP-007377,WH-11,DST-17,CAR-04,2024-06-19,2024-06-20,2024-06-20,2024-06-21,2024-06-21,868.1,592.3,4401.82,Delivered,True
SHP-007378,WH-12,DST-10,CAR-05,2024-06-19,2024-06-19,2024-06-19,2024-06-20,2024-06-20,3812.3,336.7,14526.9,Delivered,True
SHP-007379,WH-03,DST-03,CAR-03,2024-06-19,2024-06-21,2024-06-21,2024-06-24,2024-06-24,3494.4,956.6,2829.12,Delivered,True
SHP-007380,WH-01,DST-14,CAR-07,2024-06-19,2024-06-19,,2024-07-09,,13666.0,151.7,961.27,Cancelled,
SHP-007381,WH-04,DST-07,CAR-01,2024-06-19,2024-06-20,2024-06-20,2024-06-21,2024-06-22,372.9,348.0,347.38,Delivered,False
SHP-007382,WH-06,DST-06,CAR-01,2024-06-19,2024-06-20,2024-06-20,2024-06-21,2024-06-25,735.0,504.1,879.83,Delivered,False
SHP-007383,WH-05,DST-10,CAR-01,2024-06-19,2024-06-20,2024-06-21,2024-06-21,2024-06-21,901.1,1728.1,2953.52,Delivered,True
SHP-007384,WH-05,DST-11,CAR-04,2024-06-19,2024-06-20,2024-06-21,2024-06-21,2024-06-21,810.7,149.9,1815.5,Delivered,True
SHP-007385,WH-10,DST-03,CAR-06,2024-06-20,2024-06-21,2024-06-21,2024-07-07,2024-07-07,12073.5,361.6,1220.49,Delivered,True
SHP-007386,WH-12,DST-07,CAR-06,2024-06-20,2024-06-21,2024-06-22,2024-06-27,2024-06-27,4450.3,432.3,506.5,Delivered,True
SHP-007387,WH-08,DST-15,CAR-02,2024-06-20,2024-06-20,2024-06-20,2024-06-21,2024-06-21,905.4,302.0,709.0,Delivered,True
SHP-007388,WH-09,DST-13,CAR-01,2024-06-20,2024-06-21,2024-06-21,2024-06-22,2024-06-22,866.5,327.6,777.14,Delivered,True
SHP-007389,WH-02,DST-08,CAR-06,2024-06-20,2024-06-21,2024-06-21,2024-07-03,2024-07-03,8378.4,326.8,794.47,Delivered,True
SHP-007390,WH-04,DST-07,CAR-04,2024-06-20,2024-06-21,2024-06-21,2024-06-22,2024-06-22,372.9,255.6,1087.26,Delivered,True
SHP-007391,WH-09,DST-14,CAR-04,2024-06-20,2024-06-20,2024-06-20,2024-06-21,2024-06-21,5032.4,724.4,29772.54,Delivered,True
SHP-007392,WH-04,DST-07,CAR-03,2024-06-20,2024-06-20,2024-06-20,2024-06-21,2024-06-23,372.9,138.7,88.41,Delivered,False
SHP-007393,WH-07,DST-10,CAR-01,2024-06-20,2024-06-20,2024-06-20,2024-06-21,2024-06-21,1143.9,380.3,1128.47,Delivered,True
SHP-007394,WH-10,DST-13,CAR-04,2024-06-20,2024-06-21,2024-06-21,2024-06-22,2024-06-22,8329.3,555.3,40262.96,Delivered,True
SHP-007395,WH-01,DST-02,CAR-05,2024-06-20,2024-06-21,2024-06-21,2024-06-22,2024-06-22,947.5,195.2,2658.63,Delivered,True
SHP-007396,WH-04,DST-11,CAR-03,2024-06-20,2024-06-21,2024-06-21,2024-06-23,2024-06-23,1181.6,378.5,478.48,Delivered,True
SHP-007397,WH-04,DST-01,CAR-04,2024-06-20,2024-06-21,2024-06-21,2024-06-22,2024-06-22,5853.6,1223.3,53320.77,Delivered,True
SHP-007398,WH-08,DST-14,CAR-02,2024-06-20,2024-06-20,2024-06-20,2024-06-23,2024-06-23,3903.8,1553.3,10677.41,Delivered,True
SHP-007399,WH-02,DST-02,CAR-04,2024-06-20,2024-06-21,2024-06-22,2024-06-22,2024-06-22,1295.0,119.9,2651.24,Delivered,True
SHP-007400,WH-01,DST-16,CAR-04,2024-06-21,2024-06-22,2024-06-22,2024-06-24,2024-06-24,15591.8,912.2,110983.71,Delivered,True
SHP-007401,WH-09,DST-12,CAR-04,2024-06-21,2024-06-22,2024-06-23,2024-06-23,2024-06-23,1754.3,1298.6,16825.22,Delivered,True
SHP-007402,WH-02,DST-19,CAR-05,2024-06-21,2024-06-23,2024-06-23,2024-06-25,2024-06-25,12739.4,528.7,65910.76,Delivered,True
SHP-007403,WH-04,DST-07,CAR-01,2024-06-21,2024-06-21,2024-06-21,2024-06-22,2024-06-22,372.9,901.9,698.49,Delivered,True
SHP-007404,WH-06,DST-09,CAR-04,2024-06-21,2024-06-22,2024-06-22,2024-06-23,2024-06-25,912.5,562.2,4451.35,Delivered,False
SHP-007405,WH-06,DST-08,CAR-05,2024-06-21,2024-06-21,2024-06-21,2024-06-22,2024-06-22,974.8,3765.1,27442.91,Delivered,True
SHP-007406,WH-08,DST-16,CAR-06,2024-06-21,2024-06-21,2024-06-22,2024-06-29,2024-06-29,6063.3,48.8,271.54,Delivered,True
SHP-007407,WH-09,DST-02,CAR-05,2024-06-21,2024-06-21,2024-06-21,2024-06-22,2024-06-22,11356.6,1327.0,123125.21,Delivered,True
SHP-007408,WH-04,DST-06,CAR-05,2024-06-21,2024-06-21,2024-06-21,2024-06-22,2024-06-22,320.6,174.2,851.77,Delivered,True
SHP-007409,WH-03,DST-03,CAR-05,2024-06-21,2024-06-22,2024-06-22,2024-06-23,2024-06-23,3494.4,382.6,14454.36,Delivered,True
SHP-007410,WH-08,DST-10,CAR-07,2024-06-21,2024-06-22,2024-06-22,2024-07-06,2024-07-06,10261.0,230.4,883.27,Delivered,True
SHP-007411,WH-08,DST-04,CAR-04,2024-06-21,2024-06-23,2024-06-23,2024-06-24,2024-06-24,14798.8,351.9,52271.74,Delivered,True
SHP-007412,WH-06,DST-10,CAR-04,2024-06-21,2024-06-21,2024-06-21,2024-06-22,2024-06-22,340.3,502.7,1530.28,Delivered,True
SHP-007413,WH-02,DST-05,CAR-05,2024-06-21,2024-06-22,2024-06-22,2024-06-23,2024-06-23,1501.9,495.8,7419.56,Delivered,True
SHP-007414,WH-05,DST-19,CAR-07,2024-06-21,2024-06-21,2024-06-21,2024-06-28,2024-06-28,4646.1,83.4,263.34,Delivered,True
SHP-007415,WH-04,DST-08,CAR-05,2024-06-22,2024-06-22,2024-06-22,2024-06-23,2024-06-23,611.3,719.9,3992.63,Delivered,True
SHP-007416,WH-02,DST-05,CAR-01,2024-06-22,2024-06-23,2024-06-24,2024-06-24,2024-06-24,1501.9,151.1,896.43,Delivered,True
SHP-007417,WH-06,DST-08,CAR-02,2024-06-22,2024-06-24,2024-06-25,2024-06-25,2024-06-25,974.8,471.1,1020.54,Delivered,True
SHP-007418,WH-07,DST-19,CAR-02,2024-06-22,2024-06-22,2024-06-22,2024-06-25,2024-06-25,3940.7,513.5,4386.29,Delivered,True
SHP-007419,WH-08,DST-15,CAR-04,2024-06-22,2024-06-22,2024-06-22,2024-06-23,2024-06-23,905.4,410.0,3534.5,Delivered,True
SHP-007420,WH-09,DST-05,CAR-05,2024-06-22,2024-06-22,2024-06-22,2024-06-24,2024-06-24,12908.0,172.9,34175.16,Delivered,True
SHP-007421,WH-05,DST-08,CAR-01,2024-06-22,2024-06-22,2024-06-23,2024-06-23,2024-06-23,255.3,50.4,108.65,Delivered,True
SHP-007422,WH-09,DST-10,CAR-06,2024-06-22,2024-06-22,2024-06-23,2024-07-04,2024-07-04,9098.7,669.0,1423.22,Delivered,True
SHP-007423,WH-07,DST-10,CAR-04,2024-06-22,2024-06-23,2024-06-23,2024-06-24,2024-06-24,1143.9,1176.1,10074.4,Delivered,True
SHP-007424,WH-12,DST-11,CAR-05,2024-06-22,2024-06-22,2024-06-22,2024-06-23,2024-06-23,4529.0,125.5,10466.64,Delivered,True
SHP-007425,WH-05,DST-06,CAR-01,2024-06-23,2024-06-25,2024-06-25,2024-06-26,2024-06-26,720.7,296.0,607.66,Delivered,True
SHP-007426,WH-09,DST-12,CAR-02,2024-06-23,2024-06-23,2024-06-23,2024-06-24,2024-06-24,1754.3,295.1,1354.92,Delivered,True
SHP-007427,WH-03,DST-07,CAR-06,2024-06-23,2024-06-23,2024-06-23,2024-07-02,2024-07-02,6000.8,553.6,813.99,Delivered,True
SHP-007428,WH-07,DST-10,CAR-05,2024-06-23,2024-06-25,2024-06-26,2024-06-26,2024-06-26,1143.9,240.9,3580.86,Delivered,True
SHP-007429,WH-09,DST-12,CAR-03,2024-06-23,2024-06-25,2024-06-26,2024-06-26,2024-06-26,1754.3,696.3,1100.64,Delivered,True
SHP-007430,WH-06,DST-08,CAR-04,2024-06-23,2024-06-24,2024-06-24,2024-06-25,2024-06-25,974.8,168.5,2298.98,Delivered,True
SHP-007431,WH-01,DST-13,CAR-04,2024-06-24,2024-06-25,2024-06-25,2024-06-27,2024-06-27,11447.1,125.9,23875.95,Delivered,True
SHP-007432,WH-08,DST-13,CAR-07,2024-06-24,2024-06-24,2024-06-24,2024-06-30,2024-06-30,4671.9,38.2,222.57,Delivered,True
SHP-007433,WH-04,DST-06,CAR-02,2024-06-24,2024-06-25,2024-06-25,2024-06-26,2024-07-01,320.6,49.5,124.78,Delivered,False
SHP-007434,WH-09,DST-12,CAR-02,2024-06-24,2024-06-24,2024-06-24,2024-06-25,2024-06-26,1754.3,1539.4,4760.13,Delivered,False
SHP-007435,WH-09,DST-16,CAR-04,2024-06-24,2024-06-24,2024-06-25,2024-06-25,2024-06-25,8055.2,251.3,23265.92,Delivered,True
SHP-007436,WH-08,DST-16,CAR-07,2024-06-24,2024-06-25,2024-06-25,2024-07-04,2024-07-04,6063.3,284.6,587.65,Delivered,True
SHP-007437,WH-11,DST-20,CAR-04,2024-06-24,2024-06-26,2024-06-26,2024-06-27,2024-07-03,2423.4,518.1,11137.34,Delivered,False
SHP-007438,WH-07,DST-06,CAR-01,2024-06-24,2024-06-24,2024-06-24,2024-06-26,2024-06-30,1448.5,174.0,920.97,Delivered,False
SHP-007439,WH-09,DST-13,CAR-05,2024-06-24,2024-06-26,2024-06-26,2024-06-27,2024-06-27,866.5,135.6,2064.54,Delivered,True
SHP-007440,WH-03,DST-17,CAR-05,2024-06-24,2024-06-24,2024-06-24,2024-06-25,2024-06-25,10634.7,85.7,21572.07,Delivered,True
SHP-007441,WH-12,DST-19,CAR-04,2024-06-24,2024-06-24,2024-06-25,2024-06-25,2024-06-25,1327.6,4182.3,37233.58,Delivered,True
SHP-007442,WH-11,DST-19,CAR-03,2024-06-24,2024-06-24,2024-06-25,2024-06-25,2024-06-25,376.2,20.6,58.1,Delivered,True
SHP-007443,WH-08,DST-14,CAR-04,2024-06-24,2024-06-25,2024-06-25,2024-06-26,2024-06-26,3903.8,528.8,18208.47,Delivered,True
SHP-007444,WH-04,DST-19,CAR-06,2024-06-25,2024-06-26,2024-06-26,2024-07-02,2024-07-02,4921.8,313.6,455.01,Delivered,True
SHP-007445,WH-06,DST-06,CAR-03,2024-06-25,2024-06-27,2024-06-28,2024-06-28,2024-06-28,735.0,987.9,611.21,Delivered,True
SHP-007446,WH-04,DST-06,CAR-05,2024-06-25,2024-06-26,2024-06-26,2024-06-27,2024-06-27,320.6,1018.5,2773.59,Delivered,True
SHP-007447,WH-08,DST-09,CAR-06,2024-06-25,2024-06-25,2024-06-25,2024-07-10,2024-07-10,11380.8,1353.7,3182.81,Delivered,True
SHP-007448,WH-10,DST-15,CAR-03,2024-06-25,2024-06-25,2024-06-25,2024-06-30,2024-06-30,5496.2,211.2,1582.03,Delivered,True
SHP-007449,WH-03,DST-18,CAR-05,2024-06-25,2024-06-25,2024-06-25,2024-06-27,2024-06-27,11094.5,471.8,52918.28,Delivered,True
SHP-007450,WH-02,DST-16,CAR-06,2024-06-25,2024-06-25,2024-06-25,2024-07-14,2024-07-15,14483.8,471.9,1751.7,Delivered,False
SHP-007451,WH-01,DST-20,CAR-04,2024-06-25,2024-06-26,2024-06-27,2024-06-27,2024-06-27,10218.6,577.9,50873.73,Delivered,True
SHP-007452,WH-02,DST-01,CAR-04,2024-06-25,2024-06-27,2024-06-28,2024-06-28,2024-06-28,2205.7,947.1,16193.21,Delivered,True
SHP-007453,WH-01,DST-10,CAR-04,2024-06-25,2024-06-25,2024-06-26,2024-06-26,2024-06-26,7663.9,116.3,15514.28,Delivered,True
SHP-007454,WH-10,DST-14,CAR-07,2024-06-25,2024-06-25,2024-06-25,2024-07-10,2024-07-10,10156.8,707.8,1844.07,Delivered,True
SHP-007455,WH-01,DST-05,CAR-02,2024-06-26,2024-06-27,2024-06-27,2024-06-28,,2159.1,326.6,1773.7,In Transit,
SHP-007456,WH-12,DST-19,CAR-04,2024-06-26,2024-06-26,2024-06-26,2024-06-27,2024-06-27,1327.6,57.8,2190.36,Delivered,True
SHP-007457,WH-03,DST-04,CAR-03,2024-06-26,2024-06-28,2024-06-29,2024-06-29,2024-06-29,504.3,507.6,249.77,Delivered,True
SHP-007458,WH-02,DST-03,CAR-04,2024-06-26,2024-06-26,2024-06-26,2024-06-27,2024-06-27,1992.0,643.8,10757.37,Delivered,True
SHP-007459,WH-04,DST-05,CAR-05,2024-06-26,2024-06-28,2024-06-29,2024-06-29,2024-06-29,9208.8,323.6,34234.35,Delivered,True
SHP-007460,WH-08,DST-16,CAR-04,2024-06-26,2024-06-27,2024-06-28,2024-06-28,2024-06-28,6063.3,2149.5,91172.61,Delivered,True
SHP-007461,WH-07,DST-11,CAR-01,2024-06-26,2024-06-27,2024-06-27,2024-06-28,2024-06-28,810.4,1313.5,2085.15,Delivered,True
SHP-007462,WH-04,DST-08,CAR-05,2024-06-26,2024-06-27,2024-06-27,2024-06-28,2024-06-28,611.3,117.8,1379.34,Delivered,True
SHP-007463,WH-04,DST-07,CAR-01,2024-06-26,2024-06-28,2024-06-28,2024-06-29,2024-07-05,372.9,675.7,555.1,Delivered,False
SHP-007464,WH-12,DST-05,CAR-07,2024-06-26,2024-06-28,2024-06-28,2024-07-17,2024-07-17,13593.3,212.1,1120.36,Delivered,True
SHP-007465,WH-02,DST-04,CAR-03,2024-06-27,2024-06-28,2024-06-28,2024-07-01,2024-07-07,2438.1,114.8,537.26,Delivered,False
SHP-007466,WH-05,DST-09,CAR-01,2024-06-27,2024-06-27,2024-06-28,2024-06-29,2024-06-29,1785.7,678.9,2668.09,Delivered,True
SHP-007467,WH-02,DST-03,CAR-05,2024-06-27,2024-06-27,2024-06-27,2024-06-28,2024-06-28,1992.0,899.2,15546.11,Delivered,True
SHP-007468,WH-08,DST-02,CAR-07,2024-06-27,2024-06-29,2024-06-29,2024-07-21,2024-07-21,15071.9,352.9,1666.65,Delivered,True
SHP-007469,WH-09,DST-16,CAR-06,2024-06-27,2024-06-28,2024-06-28,2024-07-08,2024-07-08,8055.2,157.1,517.77,Delivered,True
SHP-007470,WH-04,DST-13,CAR-04,2024-06-27,2024-06-27,2024-06-28,2024-06-28,2024-06-28,8612.0,320.3,28677.41,Delivered,True
SHP-007471,WH-01,DST-06,CAR-06,2024-06-27,2024-06-28,2024-06-29,2024-07-07,2024-07-07,6769.9,2041.9,2731.96,Delivered,True
SHP-007472,WH-05,DST-11,CAR-05,2024-06-27,2024-06-28,2024-06-28,2024-06-29,2024-06-29,810.7,263.2,2666.24,Delivered,True
SHP-007473,WH-09,DST-16,CAR-07,2024-06-27,2024-06-28,2024-06-28,2024-07-10,2024-07-10,8055.2,801.9,1614.1,Delivered,True
SHP-007474,WH-08,DST-12,CAR-07,2024-06-27,2024-06-27,2024-06-28,2024-07-05,2024-07-09,5311.2,533.7,779.37,Delivered,False
SHP-007475,WH-03,DST-04,CAR-04,2024-06-27,2024-06-27,2024-06-27,2024-06-28,2024-06-28,504.3,256.9,1474.55,Delivered,True
SHP-007476,WH-04,DST-07,CAR-04,2024-06-27,2024-06-28,2024-06-28,2024-06-29,2024-06-29,372.9,540.4,1766.92,Delivered,True
SHP-007477,WH-04,DST-09,CAR-03,2024-06-27,2024-06-28,2024-06-28,2024-06-30,2024-06-30,1424.2,155.9,354.8,Delivered,True
SHP-007478,WH-09,DST-15,CAR-05,2024-06-27,2024-06-27,2024-06-27,2024-06-28,2024-06-28,4443.8,280.1,15147.74,Delivered,True
SHP-007479,WH-09,DST-14,CAR-03,2024-06-27,2024-06-28,2024-06-28,2024-07-03,2024-07-03,5032.4,491.2,2434.88,Delivered,True
SHP-007480,WH-06,DST-16,CAR-06,2024-06-27,2024-06-27,2024-06-27,2024-07-20,2024-07-20,16631.3,544.1,2227.56,Delivered,True
SHP-007481,WH-10,DST-16,CAR-04,2024-06-28,2024-06-29,2024-06-29,2024-06-30,2024-06-30,713.4,169.6,1687.57,Delivered,True
SHP-007482,WH-02,DST-05,CAR-02,2024-06-28,2024-06-28,2024-06-28,2024-06-30,2024-06-30,1501.9,1740.6,4546.69,Delivered,True
SHP-007483,WH-06,DST-02,CAR-04,2024-06-28,2024-06-30,2024-06-30,2024-07-01,2024-07-01,6991.4,271.2,21083.72,Delivered,True
SHP-007484,WH-02,DST-03,CAR-05,2024-06-28,2024-06-29,2024-06-30,2024-06-30,2024-06-30,1992.0,474.4,9538.11,Delivered,True
SHP-007485,WH-08,DST-12,CAR-04,2024-06-28,2024-06-30,2024-06-30,2024-07-01,2024-07-01,5311.2,1375.6,53557.53,Delivered,True
SHP-007486,WH-04,DST-10,CAR-03,2024-06-28,2024-06-28,2024-06-28,2024-06-30,2024-06-30,796.9,365.6,315.49,Delivered,True
SHP-007487,WH-05,DST-06,CAR-01,2024-06-28,2024-06-29,2024-06-30,2024-06-30,2024-06-30,720.7,505.5,864.33,Delivered,True
SHP-007488,WH-03,DST-09,CAR-06,2024-06-28,2024-06-30,2024-06-30,2024-07-08,2024-07-08,6035.9,1020.1,1325.58,Delivered,True
SHP-007489,WH-01,DST-08,CAR-07,2024-06-28,2024-06-29,2024-06-29,2024-07-10,2024-07-10,7577.3,60.9,395.38,Delivered,True
SHP-007490,WH-03,DST-03,CAR-05,2024-06-28,2024-06-29,2024-06-29,2024-06-30,2024-06-30,3494.4,302.6,12469.55,Delivered,True
SHP-007491,WH-09,DST-14,CAR-04,2024-06-28,2024-06-30,2024-06-30,2024-07-01,2024-07-06,5032.4,618.1,26348.9,Delivered,False
SHP-007492,WH-03,DST-03,CAR-05,2024-06-28,2024-06-29,2024-06-29,2024-06-30,2024-06-30,3494.4,279.9,11906.36,Delivered,True
SHP-007493,WH-01,DST-12,CAR-06,2024-06-28,2024-06-30,2024-06-30,2024-07-15,2024-07-19,11041.3,5229.0,10789.78,Delivered,False
SHP-007494,WH-01,DST-03,CAR-07,2024-06-29,2024-06-30,2024-06-30,2024-07-05,2024-07-05,3110.3,143.0,213.37,Delivered,True
SHP-007495,WH-02,DST-02,CAR-05,2024-06-29,2024-07-01,2024-07-01,2024-07-02,2024-07-02,1295.0,1384.6,14569.1,Delivered,True
SHP-007496,WH-04,DST-06,CAR-03,2024-06-29,2024-07-01,2024-07-01,2024-07-02,2024-07-02,320.6,106.0,68.67,Delivered,True
SHP-007497,WH-04,DST-14,CAR-05,2024-06-29,2024-06-29,2024-06-30,2024-06-30,2024-06-30,6877.1,1724.4,93962.91,Delivered,True
SHP-007498,WH-10,DST-12,CAR-04,2024-06-29,2024-06-30,2024-06-30,2024-07-01,2024-07-01,7825.8,412.9,30697.24,Delivered,True
SHP-007499,WH-08,DST-01,CAR-04,2024-06-29,2024-06-29,2024-06-29,2024-07-01,2024-07-01,15332.5,680.0,86352.63,Delivered,True
SHP-007500,WH-04,DST-10,CAR-05,2024-06-29,2024-06-30,2024-06-30,2024-07-01,2024-07-01,796.9,2685.5,16325.27,Delivered,True
SHP-007501,WH-04,DST-11,CAR-05,2024-06-29,2024-06-29,2024-06-30,2024-06-30,2024-06-30,1181.6,97.5,2495.78,Delivered,True
SHP-007502,WH-05,DST-06,CAR-01,2024-06-29,2024-06-29,2024-06-29,2024-06-30,2024-07-06,720.7,1005.7,1477.14,Delivered,False
SHP-007503,WH-08,DST-15,CAR-02,2024-06-29,2024-06-29,2024-06-29,2024-06-30,2024-06-30,905.4,631.7,1174.65,Delivered,True
SHP-007504,WH-03,DST-02,CAR-03,2024-06-29,2024-06-30,2024-06-30,2024-07-01,2024-07-05,701.2,17987.7,8926.99,Delivered,False
SHP-007505,WH-04,DST-11,CAR-03,2024-06-29,2024-06-29,2024-06-29,2024-07-01,2024-07-01,1181.6,929.3,934.04,Delivered,True
SHP-007506,WH-05,DST-06,CAR-05,2024-06-29,2024-06-30,2024-06-30,2024-07-01,2024-07-01,720.7,49.3,1275.6,Delivered,True
SHP-007507,WH-08,DST-12,CAR-03,2024-06-30,2024-07-01,2024-07-01,2024-07-06,2024-07-06,5311.2,354.8,2062.67,Delivered,True
SHP-007508,WH-02,DST-02,CAR-05,2024-06-30,2024-07-01,2024-07-01,2024-07-02,2024-07-02,1295.0,401.0,5525.7,Delivered,True
SHP-007509,WH-02,DST-19,CAR-05,2024-06-30,2024-07-02,2024-07-02,2024-07-03,2024-07-05,12739.4,245.2,40268.25,Delivered,False
SHP-007510,WH-05,DST-09,CAR-04,2024-06-30,2024-06-30,2024-06-30,2024-07-01,2024-07-01,1785.7,92.7,3345.14,Delivered,True
SHP-007511,WH-11,DST-09,CAR-03,2024-06-30,2024-06-30,2024-06-30,2024-07-05,2024-07-05,5655.9,1733.4,7654.6,Delivered,True
SHP-007512,WH-03,DST-05,CAR-04,2024-06-30,2024-06-30,2024-06-30,2024-07-01,2024-07-01,3261.0,235.5,9089.18,Delivered,True
SHP-007513,WH-11,DST-19,CAR-04,2024-06-30,2024-07-01,2024-07-01,2024-07-02,2024-07-02,376.2,166.8,883.19,Delivered,True
SHP-007514,WH-10,DST-16,CAR-05,2024-06-30,2024-07-02,2024-07-03,2024-07-03,2024-07-03,713.4,1040.3,6282.54,Delivered,True
SHP-007515,WH-07,DST-10,CAR-05,2024-06-30,2024-06-30,2024-06-30,2024-07-01,2024-07-01,1143.9,327.3,4282.58,Delivered,True
SHP-007516,WH-04,DST-10,CAR-03,2024-06-30,2024-06-30,2024-06-30,2024-07-02,2024-07-02,796.9,590.1,440.72,Delivered,True
SHP-007517,WH-02,DST-16,CAR-04,2024-07-01,2024-07-01,2024-07-01,2024-07-03,2024-07-03,14483.8,361.6,52058.12,Delivered,True
SHP-007518,WH-04,DST-11,CAR-04,2024-07-01,2024-07-02,2024-07-03,2024-07-03,2024-07-03,1181.6,116.1,2390.37,Delivered,True
SHP-007519,WH-10,DST-19,CAR-07,2024-07-01,2024-07-02,2024-07-02,2024-07-19,2024-07-19,12382.8,583.3,1939.89,Delivered,True
SHP-007520,WH-08,DST-14,CAR-07,2024-07-01,2024-07-01,2024-07-02,2024-07-06,2024-07-08,3903.8,417.0,481.73,Delivered,False
SHP-007521,WH-09,DST-12,CAR-04,2024-07-01,2024-07-01,2024-07-01,2024-07-02,2024-07-02,1754.3,950.4,12915.88,Delivered,True
SHP-007522,WH-05,DST-12,CAR-04,2024-07-01,2024-07-01,2024-07-01,2024-07-02,2024-07-02,8976.5,783.6,56507.4,Delivered,True
SHP-007523,WH-08,DST-14,CAR-04,2024-07-01,2024-07-01,2024-07-02,2024-07-02,2024-07-02,3903.8,47.4,6181.08,Delivered,True
SHP-007524,WH-07,DST-09,CAR-04,2024-07-01,2024-07-03,2024-07-03,2024-07-04,2024-07-04,2289.8,152.4,5164.42,Delivered,True
SHP-007525,WH-10,DST-15,CAR-06,2024-07-01,2024-07-02,2024-07-02,2024-07-09,2024-07-09,5496.2,540.4,732.49,Delivered,True
SHP-007526,WH-08,DST-13,CAR-03,2024-07-02,2024-07-02,2024-07-02,2024-07-06,2024-07-06,4671.9,151.1,1148.22,Delivered,True
SHP-007527,WH-04,DST-11,CAR-01,2024-07-02,2024-07-03,2024-07-03,2024-07-05,2024-07-09,1181.6,49.7,501.57,Delivered,False
SHP-007528,WH-04,DST-11,CAR-02,2024-07-02,2024-07-02,2024-07-03,2024-07-04,2024-07-04,1181.6,220.0,774.17,Delivered,True
SHP-007529,WH-09,DST-13,CAR-01,2024-07-02,2024-07-02,2024-07-02,2024-07-03,2024-07-03,866.5,601.5,1180.58,Delivered,True
SHP-007530,WH-01,DST-06,CAR-06,2024-07-02,2024-07-03,2024-07-03,2024-07-12,2024-07-15,6769.9,446.6,787.94,Delivered,False
SHP-007531,WH-02,DST-01,CAR-02,2024-07-02,2024-07-02,2024-07-02,2024-07-03,2024-07-04,2205.7,96.4,1019.89,Delivered,False
SHP-007532,WH-02,DST-10,CAR-06,2024-07-02,2024-07-02,2024-07-03,2024-07-13,2024-07-13,8571.6,1015.4,1875.23,Delivered,True
SHP-007533,WH-04,DST-20,CAR-05,2024-07-02,2024-07-02,2024-07-02,2024-07-03,2024-07-03,3274.5,221.0,9787.77,Delivered,True
SHP-007534,WH-09,DST-01,CAR-04,2024-07-02,2024-07-03,,2024-07-05,,11858.4,381.6,44139.93,Cancelled,
SHP-007535,WH-09,DST-18,CAR-04,2024-07-02,2024-07-04,2024-07-05,2024-07-05,2024-07-05,6541.7,516.9,30014.43,Delivered,True
SHP-007536,WH-04,DST-10,CAR-01,2024-07-02,2024-07-03,2024-07-03,2024-07-04,2024-07-04,796.9,986.0,1606.62,Delivered,True
SHP-007537,WH-07,DST-10,CAR-01,2024-07-02,2024-07-03,2024-07-04,2024-07-05,2024-07-05,1143.9,1082.0,2493.02,Delivered,True
SHP-007538,WH-09,DST-13,CAR-04,2024-07-02,2024-07-03,2024-07-04,2024-07-04,2024-07-04,866.5,23.6,1239.93,Delivered,True
SHP-007539,WH-07,DST-01,CAR-04,2024-07-02,2024-07-03,2024-07-03,2024-07-04,2024-07-04,6854.2,32.8,10212.22,Delivered,True
SHP-007540,WH-04,DST-08,CAR-04,2024-07-02,2024-07-04,2024-07-04,2024-07-05,2024-07-05,611.3,286.8,1904.54,Delivered,True
SHP-007541,WH-04,DST-08,CAR-04,2024-07-02,2024-07-03,2024-07-03,2024-07-04,2024-07-04,611.3,945.1,4480.06,Delivered,True
SHP-007542,WH-03,DST-12,CAR-07,2024-07-02,2024-07-03,2024-07-03,2024-07-18,2024-07-18,10351.5,121.2,664.98,Delivered,True
SHP-007543,WH-06,DST-15,CAR-07,2024-07-02,2024-07-02,2024-07-02,2024-07-19,2024-07-25,11432.5,527.0,1662.28,Delivered,False
SHP-007544,WH-07,DST-08,CAR-03,2024-07-02,2024-07-03,2024-07-03,2024-07-04,2024-07-04,517.2,957.2,418.93,Delivered,True
